Customer Id,Claim
H8810,1
H8811,1
H8812,1
H8813,1
H8814,1
H8816,1
H8817,1
H8818,1
H882,1
H8821,1
H8822,1
H8823,1
H8824,1
H8825,1
H8827,1
H8828,1
H8831,1
H8834,1
H8835,1
H8836,1
H8837,1
H8838,1
H8839,1
H8840,1
H8841,1
H8842,1
H8843,1
H8844,1
H8845,1
H8848,1
H8849,1
H885,1
H8850,1
H8851,1
H8852,1
H8854,1
H8855,1
H8857,1
H8859,1
H8860,1
H8862,1
H8863,1
H8864,1
H8866,1
H8868,1
H8871,1
H8872,1
H8873,1
H8874,1
H8875,1
H8877,1
H8879,1
H888,1
H8880,1
H8881,1
H8882,1
H8883,1
H8884,1
H8885,1
H8886,1
H8887,1
H8889,1
H889,1
H8890,1
H8891,1
H8892,1
H8893,1
H8895,1
H8896,1
H8897,1
H8898,1
H8899,1
H89,1
H890,1
H8900,1
H8901,1
H8902,1
H8903,1
H8904,1
H8908,1
H8910,1
H8911,1
H8912,1
H8913,1
H8914,1
H8916,1
H8918,1
H8920,1
H8921,1
H8923,1
H8925,1
H8926,1
H8927,1
H8928,1
H8930,1
H8931,1
H8932,1
H8935,1
H8936,1
H8937,1
H8938,1
H8939,1
H8940,1
H8942,1
H8946,1
H8947,1
H8949,1
H8950,1
H8951,1
H8952,1
H8953,1
H8962,1
H8965,1
H8966,1
H8969,1
H8970,1
H8972,1
H8974,1
H8975,1
H8984,1
H8985,1
H8987,1
H8988,1
H8990,1
H8992,1
H8993,1
H8994,1
H8995,1
H8998,1
H8999,1
H90,1
H900,1
H9000,1
H9001,1
H9003,1
H9005,1
H9006,1
H9007,1
H9008,1
H9009,1
H901,1
H9012,1
H9013,1
H9014,1
H9017,1
H902,1
H9020,1
H9021,1
H9024,1
H9027,1
H9029,1
H903,1
H9035,1
H9037,1
H9039,1
H9049,1
H9050,1
H9051,1
H9052,1
H9053,1
H9054,1
H9057,1
H9058,1
H9063,1
H9066,1
H9067,1
H9069,1
H907,1
H9075,1
H9076,1
H9079,1
H9082,1
H9083,1
H9084,1
H9085,1
H9086,1
H9087,1
H9089,1
H9090,1
H9092,1
H9093,1
H9094,1
H9096,1
H9098,1
H9099,1
H9100,1
H9101,1
H9102,1
H9103,1
H9104,1
H9105,1
H9106,1
H9108,1
H9109,1
H9110,1
H9111,1
H9114,1
H9119,1
H912,1
H9120,1
H9130,1
H9136,1
H914,1
H9140,1
H9141,1
H9142,1
H9143,1
H9145,1
H9147,1
H9148,1
H9149,1
H9151,1
H9152,1
H9153,1
H9154,1
H9155,1
H9159,1
H9160,1
H9161,1
H9162,1
H9167,1
H9168,1
H9169,1
H9170,1
H9178,1
H9179,1
H918,1
H9180,1
H9185,1
H919,1
H9193,1
H9194,1
H9197,1
H9198,1
H9199,1
H92,1
H920,1
H9200,1
H9201,1
H9202,1
H9203,1
H9206,1
H9207,1
H9208,1
H9209,1
H921,1
H9210,1
H9212,1
H9213,1
H9215,1
H9216,1
H9217,1
H9219,1
H922,1
H9220,1
H9225,1
H924,1
H9243,1
H9244,1
H9245,1
H9246,1
H9247,1
H9248,1
H9249,1
H9251,1
H9254,1
H9255,1
H9256,1
H9257,1
H9258,1
H9259,1
H926,1
H9262,1
H9264,1
H9265,1
H9266,1
H9267,1
H9268,1
H9269,1
H9270,1
H9273,1
H9274,1
H9275,1
H9277,1
H9278,1
H9280,1
H9282,1
H9284,1
H9285,1
H9286,1
H9287,1
H9288,1
H9289,1
H929,1
H9290,1
H9291,1
H9292,1
H9293,1
H9294,1
H9296,1
H9297,1
H9298,1
H9299,1
H93,1
H9300,1
H9301,1
H9302,1
H9303,1
H9304,1
H9305,1
H9308,1
H9310,1
H9311,1
H9312,1
H9313,1
H9314,1
H9317,1
H9318,1
H9319,1
H9321,1
H9323,1
H9327,1
H9328,1
H9330,1
H9331,1
H9332,1
H9334,1
H9335,1
H9338,1
H9342,1
H9343,1
H9344,1
H9345,1
H9346,1
H9347,1
H9348,1
H9349,1
H9351,1
H9352,1
H9359,1
H9361,1
H9362,1
H9364,1
H9366,1
H9367,1
H9369,1
H937,1
H9370,1
H9371,1
H9372,1
H9373,1
H9374,1
H9375,1
H9376,1
H9377,1
H9378,1
H938,1
H9381,1
H9382,1
H9384,1
H939,1
H9391,1
H9392,1
H9395,1
H9396,1
H9397,1
H9398,1
H940,1
H9400,1
H9401,1
H9403,1
H9405,1
H9406,1
H9407,1
H9408,1
H9409,1
H941,1
H9410,1
H9411,1
H9417,1
H942,1
H9420,1
H9421,1
H9422,1
H9424,1
H9426,1
H9427,1
H943,1
H9430,1
H9434,1
H9435,1
H9436,1
H9437,1
H9439,1
H9440,1
H9441,1
H9442,1
H9443,1
H9444,1
H9445,1
H9447,1
H9449,1
H945,1
H9450,1
H9451,1
H9453,1
H9459,1
H946,1
H9462,1
H9463,1
H9465,1
H9466,1
H9468,1
H9473,1
H9478,1
H9479,1
H9480,1
H9481,1
H9484,1
H949,1
H9493,1
H9496,1
H95,1
H950,1
H9502,1
H9505,1
H9506,1
H951,1
H9510,1
H9511,1
H9512,1
H9513,1
H9515,1
H9519,1
H9520,1
H9522,1
H9527,1
H953,1
H9531,1
H9532,1
H954,1
H9540,1
H9541,1
H9542,1
H9543,1
H9544,1
H9545,1
H9546,1
H9547,1
H9548,1
H955,1
H9553,1
H9554,1
H9555,1
H9556,1
H9557,1
H956,1
H9563,1
H9564,1
H9566,1
H9567,1
H9568,1
H9569,1
H957,1
H9570,1
H9571,1
H9572,1
H9573,1
H9574,1
H9575,1
H9576,1
H9578,1
H9579,1
H958,1
H9582,1
H9583,1
H9584,1
H9587,1
H9588,1
H9589,1
H959,1
H9590,1
H9591,1
H9592,1
H9593,1
H9594,1
H9595,1
H9599,1
H960,1
H9600,1
H9601,1
H9602,1
H9603,1
H9604,1
H9605,1
H9606,1
H9607,1
H9609,1
H961,1
H9610,1
H9612,1
H9613,1
H9614,1
H9615,1
H9616,1
H9617,1
H9618,1
H9619,1
H962,1
H9621,1
H9622,1
H9624,1
H9626,1
H9628,1
H963,1
H9634,1
H9635,1
H9636,1
H9637,1
H9638,1
H9639,1
H964,1
H9641,1
H9642,1
H9643,1
H9644,1
H9645,1
H9646,1
H9647,1
H965,1
H9650,1
H9651,1
H9653,1
H9655,1
H9656,1
H9657,1
H9658,1
H966,1
H9661,1
H9665,1
H9666,1
H9671,1
H9673,1
H9674,1
H9675,1
H9678,1
H9679,1
H968,1
H9680,1
H9682,1
H9683,1
H9685,1
H9686,1
H9687,1
H9689,1
H969,1
H9691,1
H9693,1
H9699,1
H970,1
H9700,1
H9702,1
H9703,1
H9704,1
H9709,1
H971,1
H9710,1
H9712,1
H9716,1
H9719,1
H972,1
H9720,1
H9722,1
H9723,1
H9725,1
H9726,1
H9729,1
H973,1
H9732,1
H9734,1
H9735,1
H9736,1
H9737,1
H9738,1
H9740,1
H9741,1
H9743,1
H9744,1
H9745,1
H975,1
H9752,1
H9757,1
H9758,1
H9759,1
H976,1
H9760,1
H9762,1
H9768,1
H977,1
H9770,1
H9771,1
H9772,1
H9773,1
H9776,1
H9777,1
H9780,1
H9781,1
H9783,1
H9784,1
H9785,1
H9786,1
H9787,1
H979,1
H9790,1
H9792,1
H9793,1
H9794,1
H9795,1
H9796,1
H9797,1
H9798,1
H9799,1
H9800,1
H9802,1
H9805,1
H9806,1
H9807,1
H9808,1
H9810,1
H9818,1
H9819,1
H9820,1
H9826,1
H9828,1
H9829,1
H983,1
H9830,1
H9831,1
H9833,1
H9834,1
H9835,1
H9838,1
H9839,1
H9840,1
H9842,1
H9843,1
H9844,1
H9848,1
H9849,1
H9851,1
H9853,1
H9854,1
H9859,1
H986,1
H9860,1
H9861,1
H9865,1
H9866,1
H9867,1
H9869,1
H9870,1
H9871,1
H9874,1
H9876,1
H9877,1
H9878,1
H9879,1
H9880,1
H9881,1
H9882,1
H9883,1
H9885,1
H9889,1
H9902,1
H9903,1
H9904,1
H9906,1
H9907,1
H9908,1
H9909,1
H9915,1
H9917,1
H9918,1
H9919,1
H9920,1
H9921,1
H9922,1
H9924,1
H9925,1
H9928,1
H9929,1
H9930,1
H9933,1
H9936,1
H9940,1
H9941,1
H9947,1
H9948,1
H9949,1
H9951,1
H9952,1
H9953,1
H9956,1
H9958,1
H9959,1
H9960,1
H9961,1
H9962,1
H9963,1
H9966,1
H9967,1
H9969,1
H997,1
H9970,1
H9971,1
H9972,1
H9974,1
H9980,1
H9981,1
H9982,1
H9984,1
H9985,1
H9987,1
H9988,1
H9994,1
H9996,1
H9998,1
